citys                                      ,content                                                                                                                                                                                                                                                                                                                                                               ,evaluate,labs,nams          ,scores,times          ,user_info                                              ,votes
['上海']                                     ,陪女友看。我TM只认识星爵和小浣熊。印象里是第三次看IMAX。20190506@幸福蓝海刘行店                                                                                                                                                                                                                                                                                                                       ,较差      ,看过  ,业余左后卫         ,['20'],2019/5/6 22:28 ,"['DouDingYU ', ' 2007-12-22加入']"                      ,0
[]                                         ,真的，很难看。松散，滥情，虚弱，如同在看一部超长的，劈成几瓣的，神经质的无聊广告；除了特效和整体动作设计，其余真是垃圾。中间去上厕所买爆米花，完全明白什么也不会错过。在这种级别的商业巨制里，别说同指环王之类等等的差了几个宇宙；甚至还不如它自己消遣的《回到未来》。够烂。                                                                                                                                                                                                                                ,较差      ,看过  ,漫游黑石          ,['20'],2019/4/27 9:57 ,"['40734891 ', ' 2010-05-16加入']"                       ,3
['北京']                                     ,复联除了3意外惊艳，1、2、4都难看。4的前半段更是莫名拖沓，后半段凑数。感觉整部片是用3不要的部分拼凑的。                                                                                                                                                                                                                                                                                                                ,很差      ,看过  ,A先生           ,['10'],2019/5/1 12:07 ,"['v1219v ', ' 2009-07-18加入']"                         ,2
['浙江宁波']                                   ,妮妮没了，队长没了，寡姐没了，幻视没了，浩克废了，真是彻彻底底的悲剧，为了资本而妥协的残次品~                                                                                                                                                                                                                                                                                                                       ,较差      ,看过  ,大麻咧空啪         ,['20'],2019/5/12 19:00,"['60119202 ', ' 2012-04-06加入']"                       ,0
['山东青岛']                                   ,一二幕其实都不行，不过最后《无限》规模的决战还是硬起来了，罗素还是那么喜欢玩小聪明/二刷，真的不行，第一次看起鸡皮疙瘩的混战也立不起来了                                                                                                                                                                                                                                                                                                  ,较差      ,看过  ,牛奶很忙          ,['20'],2019/4/24 22:39,"['boringq ', ' 2012-12-29加入']"                        ,0
['上海']                                     ,你们可以艹粉 我可以来打2分                                                                                                                                                                                                                                                                                                                                                        ,较差      ,看过  ,Tony          ,['20'],2019/5/2 16:58 ,"['fengt ', ' 2008-12-13加入']"                          ,0
['上海']                                     ,我觉得挺无聊的，除了我喜欢的蚁人和银河护卫队哈哈，时间穿梭也充满悖论，钢铁侠的煽情也是刻意做作尴尬到不行，黑豹真的帅啊我的天                                                                                                                                                                                                                                                                                                        ,较差      ,看过  ,Ahbahda'ccord ,['20'],2019/4/27 0:41 ,"['35051709 ', ' 2010-02-12加入']"                       ,2
['Cook Islands']                           ,不好看                                                                                                                                                                                                                                                                                                                                                                   ,较差      ,看过  ,shuai         ,['20'],2019/5/5 12:15 ,"['shuaiwhu ', ' 2010-05-08加入']"                       ,1
[]                                         ,好恶心，黑人美队                                                                                                                                                                                                                                                                                                                                                              ,很差      ,看过  ,版王            ,['10'],2019/5/1 18:39 ,"['82096379 ', ' 2014-01-08加入']"                       ,0
['重庆']                                     ,罗素兄弟死了有问题吗？我喜欢所有角色和我觉得这是部烂片有冲突吗？罗素兄弟是真电扇，想到电影里那些【】剧情我真的想吐。                                                                                                                                                                                                                                                                                                            ,较差      ,看过  ,Cow汪汪         ,['20'],2019/4/27 0:38 ,"['astrid1003 ', ' 2010-12-17加入']"                     ,1
"['New York City, United States']"         ,太哆嗦啦，完全可以剪成90分钟，就是怎么过瘾怎么拍，怎么煽情怎么演~~~                                                                                                                                                                                                                                                                                                                                  ,很差      ,看过  ,Αχιλλ?α?      ,['10'],2019/5/1 0:19  ,"['kolodo ', ' 2011-01-18加入']"                         ,0
"['Melbourne, Australia']"                 ,"史塔克永不遗忘
超级英雄电影永远最烂 "                                                                                                                                                                                                                                                                                                                                                          ,很差      ,看过  ,陈年?佳酿         ,['10'],2019/4/26 21:08,"['Brews ', ' 2010-10-30加入']"                          ,1
['广东深圳']                                   ,再也找不到复联一里各种mismatch的巧妙碰撞了。为了所谓情怀，充满各种刻意迎合的尴尬。好在结束了，漫威也不容易。                                                                                                                                                                                                                                                                                                            ,较差      ,看过  ,frank28       ,['20'],2019/4/26 8:35 ,"['1276951 ', ' 2006-10-07加入']"                        ,1
['广东深圳']                                   ,两星差评，慢走不送。                                                                                                                                                                                                                                                                                                                                                            ,较差      ,看过  ,Dreamson      ,['20'],2019/4/25 23:35,"['Dreamson ', ' 2005-12-01加入']"                       ,1
['江苏南京']                                   ,很想再多给一星，但实在不能再多了，唉……                                                                                                                                                                                                                                                                                                                                                  ,很差      ,看过  ,江海一蓑翁         ,['10'],2019/5/4 15:19 ,"['batongyang ', ' 2007-10-18加入', '\n        ', '\n']" ,1
[]                                         ,第一次看漫威 还是建议跟风的小朋友们别看了                                                                                                                                                                                                                                                                                                                                                 ,很差      ,看过  ,hl'sdouban    ,['10'],2019/4/26 21:17,"['157169660 ', ' 2017-02-01加入']"                      ,1
['北京']                                     ,应该结束在第三部                                                                                                                                                                                                                                                                                                                                                              ,较差      ,看过  ,Chain         ,['20'],2019/4/27 3:17 ,"['lttxzmj ', ' 2012-01-04加入']"                        ,2
['北京']                                     ,一堆bug，圈钱的，被割的韭菜还当情怀美滋滋的                                                                                                                                                                                                                                                                                                                                               ,很差      ,看过  ,小樊110         ,['10'],2019/4/24 15:04,"['161940393 ', ' 2017-05-30加入']"                      ,8
['北京']                                     ,"漫威11年，出产了22部超级英雄电影。其中当然有我非常喜欢的英雄，比如奇异博士、黑豹和银护。但至今我都理解不了复仇者联盟产生的意义何在（除了圈钱），宇宙力量、魔法、科技力量，出现在同一时空下乱成一锅粥，就连打架也是打成一团，一人出一招就结束了，背景黑黢黢一片，遍地狼烟。
对于一个非超级英雄迷，三个小时的电影太难熬了。
虽然还是对两个镜头感动了。一是黑寡妇用生命去换灵魂宝石，“牺牲”这两个字总是很感人；二是所有英雄跨越所有时空共同出现在战场。
不管怎样，不再拍妇联了，真好。"                                                                                                                                                                                                                              ,很差      ,看过  ,杀猪大娘          ,['10'],2019/5/1 20:16 ,"['4574689 ', ' 2009-07-09加入']"                        ,0
['河北石家庄']                                  ,客观评价也就是三星，但是中国人这种崇洋媚外的心这辈子改变不了了。要说国产点电影是扯这个就更扯了。特效没的说。                                                                                                                                                                                                                                                                                                                ,很差      ,看过  ,晓晓的书社         ,['10'],2019/4/24 9:30 ,"['160978341 ', ' 2017-05-03加入']"                      ,7
['上海']                                     ,超级英雄回归凡人生离死别的世界。灭霸消灭一半人类竟然是为了拯救星球？没有私心大无畏精神有点不可思议。感觉正反派被逆转了，超级英雄们为了私心己欲强行介入过去。情怀已死，即使票房再创新高。                                                                                                                                                                                                                                                                          ,较差      ,看过  ,噬光            ,['20'],2019/5/11 2:04 ,"['76863989 ', ' 2013-08-19加入']"                       ,2
[]                                         ,就 真的很PPT电影啊……很没有诚意.... 就最后20分钟稍微热血沸腾？                                                                                                                                                                                                                                                                                                                                 ,较差      ,看过  ,3molilshit.mp3,['20'],2019/4/27 11:12,"['57460656 ', ' 2012-01-02加入']"                       ,1
[]                                         ,情怀两分，拍的什么玩意……不知道是不是被广电阉割影响剧情，顶多三分吧，失望                                                                                                                                                                                                                                                                                                                                 ,较差      ,看过  ,一只无脚鸟         ,['20'],2019/4/24 23:08,"['50352361 ', ' 2011-03-24加入']"                       ,2
[]                                         ,我感觉又臭又长，观感不如第三部，灭霸是个理想主义者，种菜，做饭，茅屋。文戏太多了，钢铁侠上部那么牛逼的装备，这次也没表现出来，也没升级，还期待奇异博士和灭霸的幻术对决，结果在玩水柱                                                                                                                                                                                                                                                                            ,较差      ,看过  ,air           ,['20'],2019/4/24 14:30,"['143423738 ', ' 2016-03-19加入']"                      ,9
"['New York City, United States']"         ,幻灯片电影，壕无逻辑。会演戏的戏份太少，没演技的美队戏份又臭又长，简直公开处刑。一分钟内我要知道惊奇队长的发型在哪里做的。                                                                                                                                                                                                                                                                                                         ,较差      ,看过  ,Z             ,['20'],2019/5/1 2:51  ,"['magictm ', ' 2010-09-06加入']"                        ,1
['河南洛阳']                                   ,看完觉得bug太多了。叙事混乱，剧情冗长，其他英雄人物打酱油，铺垫的不够到位，不如复联3精彩。大杂烩，主题不够明显，为了煽情而煽情，强行生死，逻辑性太差。失望                                                                                                                                                                                                                                                                                       ,较差      ,看过  ,豆友181493138   ,['20'],2019/4/24 23:43,"['181493138 ', ' 2018-07-20加入']"                      ,6
['江苏宜兴']                                   ,情节老套到无以伦比，拖沓啰嗦。但每一个英雄都有他们的粉丝拥泵，连蚁人都有，所以，你懂的，这就是个卖情怀的。8.7                                                                                                                                                                                                                                                                                                              ,很差      ,看过  ,zaijieshan    ,['10'],2019/5/3 10:44 ,"['34768836 ', ' 2010-02-08加入']"                       ,2
['北京']                                     ,张飞杀岳父，打的满天飞！                                                                                                                                                                                                                                                                                                                                                          ,很差      ,看过  ,四海            ,['10'],2019/4/26 0:48 ,"['61442288 ', ' 2012-05-17加入']"                       ,1
['湖南长沙']                                   ,别再刷屏啦 蟹蟹 票价也就那样 一个个搞得买了奢侈品似的 也别吐嘈了 本不介意被刷屏的 一群吐槽汪弄得我厌烦无比 只愿世界和平??电影看完了？学校公司的事做完了没！                                                                                                                                                                                                                                                                                    ,很差      ,看过  ,Faust Shu     ,['10'],2019/4/24 13:10,"['171302092 ', ' 2017-12-20加入']"                      ,9
['辽宁大连']                                   ,真是令人摸不着头脑                                                                                                                                                                                                                                                                                                                                                             ,很差      ,看过  ,橘酱            ,['10'],2019/4/24 7:36 ,"['62896574 ', ' 2012-07-07加入']"                       ,8
['甘肃平凉']                                   ,我想了想还是改掉吧，虽然我糖泥一个人值五星，但是我不想把他的五星给垃圾罗素兄弟，谢谢                                                                                                                                                                                                                                                                                                                            ,较差      ,看过  ,豌豆公主滚床单       ,['20'],2019/4/27 18:41,"['chezmoi ', ' 2008-11-21加入']"                        ,0
['浙江嘉兴']                                   ,前面不错，后面烂尾，钢铁侠和灭霸握个手就偷到宝石了？手套是钢铁侠造的？不是说需要矮人制作吗。为什么非要钢铁侠打响指送命？让绿巨人或惊队打好了，或者鹰眼早点戴上打响指好了。复联有了原石手套干嘛不一劳永逸许愿宇宙和平、坏人全灭、好人永生、死人复活等等？也就多打几个响指而已。最后美队退休为什么不是传给巴基而是传给一个黑人小配角猎鹰？他何德何能可以继任代表美国精神的美队？黑美队加上女惊队，暗示以后美国就靠黑人、女人挑大梁了？只能呵呵了。                                                                                                                                              ,较差      ,看过  ,whoph         ,['20'],2019/5/12 14:28,"['43258797 ', ' 2010-07-11加入']"                       ,1
"['Reykjavík, Iceland']"                   ,盛大潦草的落幕。                                                                                                                                                                                                                                                                                                                                                              ,较差      ,看过  ,王子曰           ,['20'],2019/4/25 12:58,"['76692434 ', ' 2013-08-15加入']"                       ,2
['江苏南京']                                   ,我不明白，这种摆明了来捞钱的电影好看在哪里                                                                                                                                                                                                                                                                                                                                                 ,较差      ,看过  ,抗日奇侠南云        ,['20'],2019/4/26 7:51 ,"['173144022 ', ' 2018-01-27加入']"                      ,6
"['San Francisco Bay Area, United States']",三个多小时太长了，文戏是无聊加bug多到数不胜数，我都不懂怎么就这么结束了，结局好不科学……打戏是上一集一模一样再来一遍……                                                                                                                                                                                                                                                                                                        ,较差      ,看过  ,Cherry樱桃之远    ,['20'],2019/4/26 14:25,"['cherry0908 ', ' 2007-06-28加入']"                     ,1
[]                                         ,传说中全程无尿点，看了感觉大战前全程都是尿点。一星给终战，一星给古一。                                                                                                                                                                                                                                                                                                                                   ,较差      ,看过  ,子不语           ,['20'],2019/5/13 0:25 ,"['47820297 ', ' 2010-12-02加入']"                       ,0
['北京']                                     ,没意思                                                                                                                                                                                                                                                                                                                                                                   ,较差      ,看过  ,猕猴桃将军         ,['20'],2019/4/25 12:22,"['Neomedici ', ' 2009-09-30加入']"                      ,2
"['Sydney, Australia']"                    ,很一般啊。而且太长了。有几个场面简直就是什么鬼哦。扣一星。                                                                                                                                                                                                                                                                                                                                         ,较差      ,看过  ,K             ,['20'],2019/4/25 16:34,"['78448254 ', ' 2013-09-28加入']"                       ,4
['澳门']                                     ,前面好无聊                                                                                                                                                                                                                                                                                                                                                                 ,很差      ,看过  ,Ftc           ,['10'],2019/4/24 11:12,"['166718519 ', ' 2017-09-13加入']"                      ,6
['江苏南京']                                   ,"除了结尾很喜欢，整部电影毫无波澜可言，无聊的文戏、流水账叙事，感觉像嚼蜡一般无味。三星已经是给了感情分了，观感不如第三部，人物形象扁平，虽然几乎回顾了整个漫威十年，但是却毫无惊奇感，有一种刻意渲染情怀的意图（很可惜，我的情怀并不廉价，所以不吃这一套）。
还有惊奇队长...emmmm，下一个十年要是靠惊队撑，我估摸着要退坑了。
现在看来最喜欢的漫威电影居然是钢铁侠12和美队23。"                                                                                                                                                                                                                                       ,很差      ,看过  ,买橘子的小三木       ,['10'],2019/4/25 18:21,"['161911941 ', ' 2017-05-29加入']"                      ,0
"['Nottingham, United Kingdom']"           ,我意识到会贩卖情怀，但估不到会把所有心思都放在贩卖情怀上。从infinity war的结尾开始已经有点意思的剧情又被挤压到毫无发展空间。                                                                                                                                                                                                                                                                                                  ,较差      ,看过  ,林文清           ,['20'],2019/5/28 19:08,"['GreenySoul ', ' 2010-07-25加入']"                     ,0
['香港']                                     ,滚蛋吧罗素兄弟和复联4，我无比希望我上午没有按下买票的键，还不如喝两杯奶茶??不行我回过头了连三星都不想给，我真的宁愿回到复联3                                                                                                                                                                                                                                                                                                      ,很差      ,看过  ,阿彤            ,['10'],2019/4/26 16:30,"['148040865 ', ' 2016-07-08加入']"                      ,1
['浙江杭州']                                   ,全片尿点                                                                                                                                                                                                                                                                                                                                                                  ,较差      ,看过  ,吉吉吉Ray        ,['20'],2019/4/29 16:58,"['rayfun ', ' 2008-10-21加入']"                         ,1
"['London, United Kingdom']"               ,10000000 stars for Thanos!                                                                                                                                                                                                                                                                                                                                            ,较差      ,看过  ,花岛仙藏          ,['20'],2019/4/25 0:24 ,"['taotaomvp ', ' 2009-06-24加入']"                      ,2
"['Auckland, New Zealand']"                ,"jesus...前一個半小時是可以直接快進的...稍微可以看了之後然後恢復了打鬥狀態又是可以快進的....the ending is gay. 故事沒啥新意。拍的沒啥不對的，除了有一些人真的非常想用同樣的方程式再撈一筆錢罷了。用Ellis Gray的話：「I don’t know how you guys did it, 5 years have gone by, no single progress......expect me wake up 5 years later and you are still anything but ordinary!」."                                                                          ,较差      ,看过  ,寶寶            ,['20'],2019/5/27 19:46,"['Jep ', ' 2006-10-04加入']"                            ,0
[]                                         ,垃圾                                                                                                                                                                                                                                                                                                                                                                    ,很差      ,看过  ,masksage      ,['10'],2019/4/24 10:08,"['140507707 ', ' 2016-01-13加入']"                      ,5
['河南郑州']                                   ,真不行                                                                                                                                                                                                                                                                                                                                                                   ,很差      ,看过  ,毕竟是你二大爷       ,['10'],2019/4/25 9:07 ,"['SIMPLEHARDCORE ', ' 2007-04-11加入']"                 ,2
[]                                         ,毫无逻辑可言，又是老套的穿越时空。                                                                                                                                                                                                                                                                                                                                                     ,很差      ,看过  ,Star Sky      ,['10'],2019/4/30 9:12 ,"['151983449 ', ' 2016-10-03加入']"                      ,5
['河南郑州']                                   ,最后的大战还算比较燃，之前两个小时真jb无聊，时间穿越的梗还没玩够吗？美国翘臀的笑话出现频率也太高了吧。几个主角的脸差不多都崩了，黑寡妇老的也太快，反而惊奇队长还蛮不错的                                                                                                                                                                                                                                                                                 ,较差      ,看过  ,沙漠里的一条腿       ,['20'],2019/5/7 15:06 ,"['yimihai ', ' 2007-08-31加入']"                        ,0
['北京']                                     ,不多不少 睡了一整个大战 行吧                                                                                                                                                                                                                                                                                                                                                       ,较差      ,看过  ,颗粒            ,['20'],2019/4/24 23:10,"['on_my_way ', ' 2008-07-29加入']"                      ,2
['山西大同']                                   ,集齐七颗龙珠可以满足你一个愿望，我要复活所有死掉的人。                                                                                                                                                                                                                                                                                                                                           ,很差      ,看过  ,ZhongHe?      ,['10'],2019/4/24 20:41,"['182610329 ', ' 2018-08-10加入']"                      ,2
"['Kansas City, United States']"           ,"狗尾續貂, 無限戰爭已經足夠好了. 既然Steven最後可以變老, 誰說超級英雄必須打贏來著. 糖糖一開始斬釘截鐵拒絕, 後來在虛擬機上渲染一個莫比烏斯環就決定參加時空旅行了???這和Nat赴死一樣輕率啊, 劇本末頁沒有類似「不割也行」這種notes嗎? 2019年時空旅行還要創作類似tunnel的視效, 是回到1983播西遊記嗎? 大概就最後能催出二刷三刷腦殘粉的淚, 總之不是我的."                                                                                                                                                                  ,很差      ,看过  ,X?            ,['10'],2019/5/8 4:58  ,"['michaelsiu ', ' 2008-12-05加入']"                     ,4
['浙江宁波']                                   ,快睡着了，情节逻辑人物弧光都显得极为弱智。每个英雄的战斗力和智商都随着剧情忽高忽低……各种插科打诨，老套幼稚的烂俗梗，反正我咽不下…非常尴尬。毫无灭世的危机感，毫无战斗杀戮感……各种ppt画面…特效吧又比不上斯皮尔伯格……欸…好似春晚明星大联欢……                                                                                                                                                                                                                                          ,很差      ,看过  ,吉髙            ,['10'],2019/4/27 18:41,"['lil1314 ', ' 2011-08-26加入']"                        ,1
['江苏南京']                                   ,灭霸就是传说中的“大悲一阐提”                                                                                                                                                                                                                                                                                                                                                       ,较差      ,看过  ,Sattva        ,['20'],2019/4/24 22:47,"['144606828 ', ' 2016-04-15加入']"                      ,3
['上海']                                     ,地球人厉害死了——即使睡了一觉醒过来还没结束我也知道你们想说这个～                                                                                                                                                                                                                                                                                                                                     ,较差      ,看过  ,MK@1Q84       ,['20'],2019/5/8 23:41 ,"['rotest105354 ', ' 2007-06-11加入']"                   ,0
['北京']                                     ,打五星的你们良心不会痛吗 大烂片，开头俩半小时全是对白跟话剧似的，打斗场面就最后十分钟，比如前一部差太多了，垃圾中的战斗机，白花电影票钱，太烂了千万别去电影院看，在家等资源就可以了，一多半人看到中间就走了                                                                                                                                                                                                                                                                ,很差      ,看过  ,stany         ,['10'],2019/4/25 0:17 ,"['2476759 ', ' 2008-05-13加入']"                        ,2
[]                                         ,當美隊舉起雷神的錘子並發出閃電的那一刻，我就知道這部漫威毀掉了......                                                                                                                                                                                                                                                                                                                                 ,很差      ,看过  ,tuotno        ,['10'],2019/5/9 17:03 ,"['165630151 ', ' 2017-08-19加入']"                      ,1
['四川成都']                                   ,两颗星给最后集结                                                                                                                                                                                                                                                                                                                                                              ,较差      ,看过  ,TOSHIO        ,['20'],2019/4/28 10:09,"['61699548 ', ' 2012-05-26加入']"                       ,2
['河北承德']                                   ,复联四只是为了下一阶段的拍摄计划和票房而生的吧，与二者相比超级英雄显得太渺小了。不过漫威家大业大，而且自始至终人家都标明了自己是商业片，拍摄计划和票房的重要性当然可以理解，但是复联四剧本已经不能自圆其说，人物转变和退场都做得十分随意和套路，让超级英雄非常没有尊严。雷三和复联三的高票房让罗素兄弟越玩越飘了吗？但如果没有之前的人气铺垫，这种热闹怕也不会发生吧                                                                                                                                                                                    ,较差      ,看过  ,祝江            ,['20'],2019/5/3 9:46  ,"['137187148 ', ' 2015-11-05加入']"                      ,1
['山东青岛']                                   ,作为最终章，观影过程中的心理活动基本是——我去，这样也行？卧槽，那样也可？漫威这么赤裸裸的秀全家福，太恬不知耻了吧，难道作为续集再续集的电影就可以违背电影基本结构吗？或许粉丝向影片就是这样吧，你可以完全忽视所有的逻辑硬伤和不合理之处，一定会有人说，你为何如此认真，我想说，这是DC小丑的名言。                                                                                                                                                                                                                    ,较差      ,看过  ,Mamacita117   ,['20'],2019/5/8 0:20  ,"['139657634 ', ' 2015-12-28加入']"                      ,1
[]                                         ,垃圾漫威！！                                                                                                                                                                                                                                                                                                                                                                ,较差      ,看过  ,和煦            ,['20'],2019/5/3 18:56 ,"['19419668 ', ' 2009-10-29加入']"                       ,1
[]                                         ,很一般 剧情拖沓 本来一个多小时可以说完的电影 硬是拖成三个小时 故事情节也有很多漏洞 比如星云杀死了五年前的自己那她现在的自己怎么可以活下来 总的来说不值这么高的票价                                                                                                                                                                                                                                                                                  ,很差      ,看过  ,皮卡皮卡丘丘丘       ,['10'],2019/4/27 14:08,"['184072717 ', ' 2018-09-04加入']"                      ,5
['Yugoslavia']                             ,要评价就好好评价，你们非要搞什么情怀，cxk wyf的粉丝坐不住了。这种每个人来一炮的风格。。。真的经不起吹啊。一星给心怀宇宙无私无畏兢兢业业坚定不移的追梦人灭霸。                                                                                                                                                                                                                                                                                    ,很差      ,看过  ,南南南南南南南       ,['10'],2019/4/28 22:14,"['103078127 ', ' 2014-10-10加入']"                      ,1
['浙江杭州']                                   ,各方面都还欠打磨，晚间8点档的连续剧，花了180看到的却是这样的效果，有点上当受骗的感觉。                                                                                                                                                                                                                                                                                                                         ,较差      ,看过  ,啊砸            ,['20'],2019/4/26 8:24 ,"['moviefun ', ' 2006-08-07加入']"                       ,6
"['New York City, United States']"         ,要不是想知道最后到底怎么着了，我真撑不下来，前面也太拖了，而且我一点想哭的冲动都没有，为什么看到的评论比比皆是电影院一片哭声？我感觉美国人民挺冷静的，即使我看的早场人也坐了大半，大家只是该笑的地方笑了一下，并没听到我预想的抽泣声，中国人民比美国人民复联情节还深，这可还行？                                                                                                                                                                                                                              ,较差      ,看过  ,simonfaye     ,['20'],2019/5/3 12:53 ,"['simonyao ', ' 2005-09-10加入']"                       ,0
['四川成都']                                   ,：）微笑                                                                                                                                                                                                                                                                                                                                                                  ,较差      ,看过  ,洗头油|盖盖儿       ,['20'],2019/4/26 9:11 ,"['ca3as2caco3 ', ' 2007-05-08加入']"                    ,2
['青海海西']                                   ,除去情怀与特效，这部电影就是个垃圾                                                                                                                                                                                                                                                                                                                                                     ,较差      ,看过  ,panic         ,['20'],2019/4/27 10:50,"['149949365 ', ' 2016-08-18加入']"                      ,1
['广东深圳']                                   ,？what                                                                                                                                                                                                                                                                                                                                                                 ,较差      ,看过  ,Bearuskov     ,['20'],2019/4/30 12:47,"['73683797 ', ' 2013-06-10加入']"                       ,1
"['Dubayy, United Arab Emirates']"         ,三颗星最多                                                                                                                                                                                                                                                                                                                                                                 ,较差      ,看过  ,姐控            ,['20'],2019/4/28 4:36 ,"['pomaoppmm ', ' 2007-07-27加入']"                      ,0
['浙江杭州']                                   ,这部卖的是情怀。。。所以期待太多就是失望了。。。人物线太多收不回来，全程煽情，反派输的很无厘头 ，结局很仓促。。。。大概就是这些了吧。。。。还是希望妇联到第三部就可以结束了。。                                                                                                                                                                                                                                                                              ,较差      ,看过  ,停止的时钟动了       ,['20'],2019/4/29 20:24,"['aarcher ', ' 2007-09-19加入']"                        ,1
[]                                         ,除了结尾能感慨下“英雄们”的露脸，但也掩盖不了剧情的俗套，烂梗。                                                                                                                                                                                                                                                                                                                                      ,较差      ,看过  ,稻草人先生         ,['20'],2019/4/26 11:56,"['139346484 ', ' 2015-12-22加入']"                      ,0
